Date,Close,High,Low,Open,Volume
2015-02-26 00:00:00-05:00,93.50631713867188,94.30651488080352,93.22759858072878,93.41640859026273,364600
2015-02-27 00:00:00-05:00,91.28556060791016,93.50633721428282,91.12372244219439,93.50633721428282,667800
2015-03-02 00:00:00-05:00,93.90193176269531,93.96486843842433,91.47435957118326,91.62721166331076,591700
2015-03-03 00:00:00-05:00,92.45437622070312,94.00981405991361,92.26556620401425,94.00981405991361,476100
2015-03-04 00:00:00-05:00,92.85897064208984,92.9039283490038,91.465370902336,91.8429909459145,348000
2015-03-05 00:00:00-05:00,92.94886016845703,93.97383256810619,92.80500788303023,93.27253638514429,303300
2015-03-06 00:00:00-05:00,90.6921615600586,92.69714943845008,90.5213304740705,92.69714943845008,353800
2015-03-09 00:00:00-04:00,91.13268280029297,91.66314796199927,90.55725994099934,90.64716847659243,319900
2015-03-10 00:00:00-04:00,89.03780364990234,90.78205850789969,89.02881073611111,90.78205850789969,581200
2015-03-11 00:00:00-04:00,88.53273010253906,89.69620425875864,88.38841917645446,89.36249728415446,489900
2015-03-12 00:00:00-04:00,90.84164428710938,90.99496947580701,88.53272466066839,88.54173893215183,483600
2015-03-13 00:00:00-04:00,89.93974304199219,91.31968382999885,89.76837550741296,90.60716398968906,212600
2015-03-16 00:00:00-04:00,91.57220458984375,91.7255297872605,90.1922640508456,90.56205563639342,314600
2015-03-17 00:00:00-04:00,92.13140869140625,92.37492480198954,91.32869800831313,91.57221411889641,314700
2015-03-18 00:00:00-04:00,92.14942169189453,92.34784574614362,90.7694813451366,92.1313862692913,362100
2015-03-19 00:00:00-04:00,93.5925064086914,93.9983757127184,92.14041733417338,92.14041733417338,292200
2015-03-20 00:00:00-04:00,94.3681640625,94.7018779190383,93.98935820229354,94.16072570715424,696500
2015-03-23 00:00:00-04:00,93.81800079345703,94.52150631384862,93.26783425030858,94.37719537188386,255800
2015-03-24 00:00:00-04:00,93.8811264038086,94.54855412681216,93.24076214075691,93.69172347088828,376100
2015-03-25 00:00:00-04:00,91.19338989257812,93.78191009712681,91.19338989257812,93.78191009712681,213100
2015-03-26 00:00:00-04:00,90.67932891845703,91.55419522980057,89.90367467630455,90.77854098764809,260100
2015-03-27 00:00:00-04:00,91.13929748535156,91.84279613589725,90.49892627152197,90.73342811541204,287900
2015-03-30 00:00:00-04:00,92.49213409423828,92.6634946511066,91.24747692336159,91.7615723562086,267400
2015-03-31 00:00:00-04:00,90.6883316040039,92.50119130391195,90.60715498159614,92.34786609407134,323500
2015-04-01 00:00:00-04:00,90.64323425292969,90.9228280969242,89.47975310693327,90.44481015159512,324400
2015-04-02 00:00:00-04:00,91.08517456054688,91.16635118441778,89.82248136253602,90.45383140210362,241200
2015-04-06 00:00:00-04:00,90.9228286743164,91.58123529827819,90.19227346124016,90.35461982871537,499200
2015-04-07 00:00:00-04:00,89.6421127319336,91.04911019513678,89.60603499170718,90.87774953046804,377300
2015-04-08 00:00:00-04:00,90.45381164550781,90.94986490990296,89.56992453561836,89.56992453561836,521200
2015-04-09 00:00:00-04:00,89.47074127197266,90.79656892250813,88.97468784809293,90.02993589933033,602300
2015-04-10 00:00:00-04:00,90.64323425292969,91.0400824555988,89.66014178138485,89.66915605426418,434700
2015-04-13 00:00:00-04:00,90.37265014648438,91.09419104583165,90.19226836220955,90.39069245358625,320200
2015-04-14 00:00:00-04:00,88.8303451538086,90.64321130665604,88.47859592907854,90.37263180403788,554200
2015-04-15 00:00:00-04:00,88.7131118774414,90.26441992720481,88.39744032804157,89.2452429348406,522300
2015-04-16 00:00:00-04:00,90.58009338378906,90.77851747076788,89.0828984592208,89.0828984592208,559000
2015-04-17 00:00:00-04:00,89.50680541992188,90.480883572141,89.03780865095933,90.26442405424476,298300
2015-04-20 00:00:00-04:00,89.88561248779297,90.76949281057446,89.5879763688238,90.19226287864103,292000
2015-04-21 00:00:00-04:00,89.65111541748047,90.30951511787518,89.56092452605812,90.14716876086537,270200
2015-04-22 00:00:00-04:00,90.01188659667969,90.66126514887868,88.92957524743339,89.2632891176477,608000
2015-04-23 00:00:00-04:00,98.51702117919922,99.80677093679017,96.37946186761688,96.37946186761688,2411500
2015-04-24 00:00:00-04:00,102.78313446044922,102.81921220274667,98.94094091984189,99.21152054650995,1178100
2015-04-27 00:00:00-04:00,99.43696594238281,102.65682932622457,99.24756302346546,102.5756595957414,786500
2015-04-28 00:00:00-04:00,100.82595825195312,101.15967219035963,98.39978353477225,99.527187119912,496500
2015-04-29 00:00:00-04:00,98.66132354736328,100.47419010006473,97.51588474669813,100.23968827148106,517000
2015-04-30 00:00:00-04:00,97.27238464355469,98.92290522331598,97.15513714224747,98.13822981298871,430000
