Date,Close,High,Low,Open,Volume
2015-03-09 00:00:00-04:00,9.3517484664917,9.39258561625381,9.293409204233452,9.322578278998137,17132400
2015-03-10 00:00:00-04:00,9.170897483825684,9.305077012282833,9.153395370785177,9.299242974602665,31687700
2015-03-11 00:00:00-04:00,9.188401222229004,9.246740500154072,9.159231583266472,9.200069300359853,20638700
2015-03-12 00:00:00-04:00,9.433422088623047,9.46842519837295,9.252570833700553,9.26423890786012,31172200
2015-03-13 00:00:00-04:00,9.45092487335205,9.48009394810081,9.33424634889926,9.427588723369942,27877700
2015-03-16 00:00:00-04:00,9.620105743408203,9.625939779832512,9.474258170986499,9.485926243835117,37731700
2015-03-17 00:00:00-04:00,9.561767578125,9.620106836266844,9.544266579592605,9.561767578125,20917700
2015-03-18 00:00:00-04:00,9.602603912353516,9.631774095320214,9.398418195230152,9.51509558891083,33748000
2015-03-19 00:00:00-04:00,9.532601356506348,9.602607597031557,9.497598236243743,9.579272554432864,18021500
2015-03-20 00:00:00-04:00,9.614274024963379,9.64927825194867,9.53259972078891,9.538433758619794,42096800
2015-03-23 00:00:00-04:00,9.666777610778809,9.765954011600488,9.60260431826809,9.608438355108042,30709000
2015-03-24 00:00:00-04:00,9.660945892333984,9.73678727672472,9.608440660903174,9.672613968813947,16661800
2015-03-25 00:00:00-04:00,9.439255714416504,9.655109513319342,9.439255714416504,9.643442552396925,21996200
2015-03-26 00:00:00-04:00,9.340080261230469,9.433422634450292,9.310910630508168,9.398419522675074,33327900
2015-03-27 00:00:00-04:00,9.32258129119873,9.392588651074341,9.24674100466862,9.369252493539392,53270400
2015-03-30 00:00:00-04:00,9.42758846282959,9.49759579811232,9.363415164881157,9.404253426221242,20537600
2015-03-31 00:00:00-04:00,9.41592025756836,9.503429703640286,9.380917146776888,9.404253295790422,21792600
2015-04-01 00:00:00-04:00,9.281743049621582,9.427590679078525,9.246739930116066,9.427590679078525,27365900
2015-04-02 00:00:00-04:00,9.3517484664917,9.357582503990411,9.246738016972628,9.293409204233452,15925400
2015-04-06 00:00:00-04:00,9.334245681762695,9.398418976898029,9.27590642370592,9.305076052734307,18522100
2015-04-07 00:00:00-04:00,9.275907516479492,9.316745224475993,9.205900732382661,9.305077148944289,26616700
2015-04-08 00:00:00-04:00,9.32258129119873,9.386754611690604,9.305079729412137,9.316747808179612,25147000
2015-04-09 00:00:00-04:00,9.30507755279541,9.375084339930618,9.264240399390994,9.334247186526202,23461900
2015-04-10 00:00:00-04:00,9.3517484664917,9.363415428760248,9.305076722866438,9.316744797863864,17657700
2015-04-13 00:00:00-04:00,9.258408546447754,9.380920591939542,9.258408546447754,9.334249389501206,22521100
2015-04-14 00:00:00-04:00,9.316742897033691,9.363413518408194,9.270071719294865,9.275905199238974,21745900
2015-04-15 00:00:00-04:00,9.375082015991211,9.380916052564098,9.334244872709698,9.340078909282585,25503500
